SK_ID_CURR,TARGET
100931,0.05171158
100952,0.41785747
100953,0.21126761
100965,0.90985095
100970,0.28113620
100982,0.90324467
100983,0.95462799
100984,0.54643374
100987,0.49288594
100997,0.52090108
100998,0.96301919
101002,0.43914324
101005,0.84407538
101008,0.99081891
101020,0.43817896
101021,0.71586841
101024,0.44383123
101025,0.93657356
101026,0.34522942
101031,0.10818297
101041,0.22417242
101051,0.01739791
101055,0.62348307
101056,0.92281731
101057,0.27642768
101064,0.16772155
101079,0.65875076
101087,0.14807710
101090,0.31578839
101092,0.74224224
101097,0.81671676
101099,0.19472113
101107,0.80881795
101118,0.38082537
101125,0.72520337
101126,0.08239385
101128,0.07677236
101136,0.48624376
101140,0.93681975
101149,0.66361314
101160,0.89782834
101169,0.94100510
101181,0.53040017
101186,0.07242288
101190,0.39147851
101193,0.76466666
101194,0.78596268
101198,0.92296093
101200,0.24952043
101204,0.14490732
101211,0.68212919
101213,0.52032662
101223,0.38080486
101225,0.82766226
101237,0.59620652
101243,0.77971544
101244,0.72838341
101258,0.20543069
101259,0.90082373
101268,0.87981494
101269,0.25687556
101271,0.38963717
101279,0.33841798
101281,0.95359191
101287,0.42690520
101292,0.30521219
101294,0.37272140
101296,0.80669450
101297,0.13275135
101299,0.29238944
101301,0.47872962
101305,0.69078711
101308,0.95109917
101318,0.03731933
101327,0.89770524
101329,0.04803915
101332,0.53929403
101337,0.36905922
101343,0.31860940
101345,0.24742263
101346,0.11955931
101353,0.23384590
101354,0.88707775
101355,0.90450643
101356,0.16620334
101362,0.70068627
101363,0.99654299
101365,0.13793174
101366,0.63397721
101367,0.94209247
101368,0.10763928
101374,0.85410790
101380,0.11398911
101383,0.32792384
101398,0.16537242
101399,0.92547419
101401,0.95512038
101412,0.54811608
101426,0.64459444
101427,0.98876727
101428,0.92883887
101429,0.92235569
101434,0.26693885
101440,0.90684530
101448,0.63946534
101449,0.48678231
101465,0.49317830
101467,0.25731666
101472,0.60195111
101478,0.92520747
101497,0.54535663
101504,0.36997220
101547,0.08630223
101548,0.74489911
101555,0.65530400
101570,0.13386950
101572,0.38137932
101578,0.42038099
101580,0.68938174
101588,0.80092426
101602,0.55990275
101610,0.81142866
101614,0.42200178
101616,0.38730856
101643,0.83301704
101644,0.47534442
101649,0.27903327
101650,0.56327257
101665,0.15492958
101667,0.78418801
101669,0.79466163
101674,0.70184545
101675,0.02554292
101678,0.80883846
101682,0.19073069
101686,0.27894094
101697,0.95946986
101700,0.98865443
101711,0.25592155
101714,0.33693054
101715,0.96868172
101728,0.22793718
101732,0.49100869
101757,0.79509248
101758,0.39024240
101759,0.57410010
101762,0.18628889
101764,0.57465917
101780,0.92952617
101784,0.18073921
101789,0.17608198
101816,0.56229291
101819,0.46865607
101827,0.03737062
101863,0.55536863
101867,0.39249920
101870,0.08936943
101873,0.95345855
101878,0.59819661
101879,0.62788384
101880,0.27281680
101887,0.37322405
101897,0.15811988
101901,0.69569053
101903,0.92712576
101920,0.37892761
101921,0.25713201
101922,0.62625278
101961,0.83235026
101962,0.11991834
101971,0.45074526
101976,0.99444006
102002,0.88073818
102005,0.27320661
102007,0.95247376
102017,0.22681904
102019,0.91649826
102029,0.11399936
102051,0.86762820
102052,0.03137983
102054,0.22212078
102062,0.52967184
102067,0.88690336
102068,0.81218264
102070,0.52465558
102090,0.74312444
102092,0.36900793
102099,0.74127797
102100,0.38393361
102112,0.85961655
102113,0.24590954
102122,0.93338326
102123,0.43472195
102125,0.16284891
102126,0.93847132
102146,0.16359776
102147,0.71153945
102151,0.55192187
102158,0.88781634
102159,0.26652852
102162,0.41229753
102165,0.44734979
102166,0.24058041
102174,0.04776217
102193,0.93608116
102198,0.34309059
102205,0.85520552
102206,0.03946329
102218,0.20873383
102221,0.37162377
102230,0.67712319
102238,0.24849461
102248,0.42178636
102252,0.92571012
102259,0.54214581
102262,0.82655437
102273,0.41129223
102286,0.79622088
102293,0.00630879
102294,0.34845050
102296,0.65290358
102298,0.75591642
102303,0.11828729
102309,0.46714812
102315,0.43212663
102340,0.54704923
102342,0.56288789
102344,0.36944903
102346,0.65271381
102347,0.10141255
102374,0.58267595
102380,0.51568992
102387,0.12329329
102393,0.40453207
102403,0.15510397
102413,0.33679719
102414,0.02221926
102415,0.47178482
102416,0.74157545
102439,0.46027512
102441,0.35014310
102443,0.14062965
102444,0.63861391
102445,0.78523435
102448,0.31355724
102449,0.71445278
102450,0.92135039
102456,0.05564047
102458,0.81332130
102459,0.72110009
102465,0.38626222
102470,0.92239673
102471,0.18631967
102475,0.33148344
102476,0.94041012
102506,0.37406522
102509,0.42719243
102519,0.18998184
102522,0.43006473
102545,0.56200568
102549,0.37463968
102562,0.10577229
102563,0.14995435
102568,0.79169701
102582,0.50298001
102592,0.04513608
102597,0.64809249
102605,0.34015162
102614,0.34074659
102617,0.89396100
102634,0.42999292
102652,0.36781798
102655,0.10351548
102671,0.68827385
102694,0.90379861
102701,0.46225496
102703,0.10166901
102704,0.19882441
102713,0.02017788
102720,0.77210385
102731,0.19782937
102733,0.29935476
102749,0.14536894
102755,0.82375389
102763,0.11745125
102770,0.50564714
102772,0.68476555
102799,0.84966610
102838,0.09746315
102854,0.19136670
102862,0.92583322
102863,0.31207493
102867,0.05030621
102868,0.09369839
102878,0.60560303
102887,0.26069161
102898,0.98226357
102904,0.74234482
102912,0.42609481
102919,0.41411323
102927,0.69344399
102932,0.54405384
102933,0.60257686
102935,0.09015931
102958,0.61992347
102969,0.96116246
102971,0.24053425
102975,0.68462193
102979,0.36574069
102982,0.05859483
102987,0.95626930
102989,0.42836187
102995,0.55187058
102996,0.10686992
103000,0.45092478
103001,0.86661264
103004,0.20891848
103010,0.09690920
103025,0.96032129
103029,0.24413487
103046,0.55289640
103056,0.17879015
103062,0.80505319
103078,0.21697116
103083,0.13933712
103092,0.49787142
103096,0.49915370
103097,0.71829960
103102,0.94768319
103112,0.51576172
103132,0.26414862
103144,0.64661531
103145,0.79379994
103146,0.01983423
103147,0.56846835
103158,0.28805022
103171,0.68720700
103173,0.29881107
103184,0.10261276
103195,0.83890525
103196,0.62072361
103206,0.16866531
103230,0.93510663
103231,0.92763867
103232,0.13975257
103239,0.71619667
103240,0.75897336
103243,0.10145359
103252,0.80511474
103258,0.43287548
103259,0.81450612
103279,0.12521158
103280,0.02925638
103286,0.53895551
103287,0.98810049
103290,0.06116964
103298,0.34494220
103315,0.00555994
103319,0.28510612
103334,0.93781480
103336,0.43744037
103345,0.46994861
103368,0.27487870
103371,0.94871926
103377,0.04578234
103398,0.15908415
103404,0.65431921
103408,0.87342408
103410,0.46845091
103418,0.19938861
103420,0.90886616
103432,0.62080568
103433,0.15136998
103436,0.19969636
103440,0.20215833
103453,0.37874296
103459,0.35596976
103460,0.35991917
103461,0.03225178
103462,0.28192608
103473,0.77265780
103474,0.27229363
103475,0.90937907
103478,0.73432291
103480,0.45668476
103484,0.29468728
103494,0.94461598
103513,0.50209780
103515,0.77317071
103516,0.85583127
103525,0.78231076
103541,0.88737523
103544,0.04963942
103562,0.98977258
103570,0.92994676
103572,0.92457146
103574,0.16315665
103575,0.38532872
103591,0.91508263
103594,0.03911451
103609,0.61509186
103613,0.93471682
103614,0.65457567
103615,0.55352215
103624,0.56037463
103625,0.92873629
103628,0.88903706
103629,0.07088415
103647,0.76661572
103648,0.69244894
103651,0.31689628
103658,0.35420535
103668,0.67116318
103669,0.39086815
103676,0.40238811
103682,0.33394541
103683,0.67019891
103689,0.26313306
103725,0.72077183
103733,0.77466840
103744,0.39446365
103762,0.90125458
103771,0.98487941
103773,0.01961368
103783,0.49235251
103784,0.56503185
103808,0.05658422
103812,0.48746448
103813,0.82164070
103814,0.54956249
103818,0.59216479
103824,0.16748561
103828,0.01426403
103830,0.96070084
103840,0.11659469
103842,0.74499143
103847,0.89288902
103848,0.81171076
103851,0.28676795
103854,0.77925382
103857,0.86260168
103861,0.16215135
103862,0.51778259
103865,0.23783634
103870,0.09001570
103876,0.26284583
103891,0.97632408
103908,0.61477386
103914,0.75943498
103918,0.71130351
103940,0.12421653
103963,0.75828606
103966,0.48514100
103971,0.91211801
103980,0.77373491
103984,0.62655027
103985,0.34765036
103998,0.94696511
104019,0.10473621
104026,0.31409579
104035,0.71070853
104044,0.43132649
104045,0.74490937
104047,0.82480022
104051,0.16867556
104058,0.42346871
104063,0.21200620
104066,0.98144292
104087,0.24034960
104089,0.72389032
104095,0.53353918
104098,0.74739185
104104,0.36667932
104110,0.98216099
104120,0.30322210
104122,0.62988418
104131,0.41190772
104132,0.52291169
104135,0.32069181
104136,0.26075316
104149,0.68865341
104150,0.64578439
104156,0.98489993
104165,0.80688941
104175,0.13942944
104179,0.70620006
104184,0.76601048
104206,0.31956341
104216,0.97441605
104230,0.91822164
104257,0.31960444
104272,0.21482720
104273,0.54345886
104278,0.26289712
104294,0.72571628
104295,0.22478791
104297,0.49340911
104298,0.57549521
104308,0.30347856
104318,0.39285824
104319,0.86133993
104320,0.72709088
104327,0.77733554
104334,0.58647149
104344,0.41639055
104350,0.24681226
104351,0.83932583
104354,0.34832740
104369,0.59090303
104376,0.79830329
104381,0.48578727
104384,0.81741432
104391,0.20136844
104394,0.31073110
104398,0.95580768
104402,0.11045003
104408,0.68024168
104409,0.06334438
104410,0.99919986
104412,0.39827457
104417,0.65419612
104424,0.53400080
104426,0.06960188
104435,0.53213381
104445,0.28742447
104458,0.16942441
104460,0.33220151
104466,0.14611778
104472,0.61526625
104473,0.55750233
104479,0.14338910
104480,0.14145030
104482,0.48563339
104499,0.20118380
104501,0.09965840
104502,0.13690592
104506,0.75451104
104510,0.00420586
104512,0.52518901
104520,0.94612394
104528,0.46258322
104529,0.07662875
104541,0.49278336
104578,0.14762574
104584,0.49073172
104588,0.77205256
104602,0.91683678
104610,0.10432588
104611,0.93986644
104618,0.64118872
104620,0.41886278
104622,0.16500313
104624,0.48548978
104625,0.84931732
104634,0.72340818
104639,0.66373624
104646,0.07564396
104647,0.58721521
104652,0.32446683
104670,0.46608127
104677,0.01733636
104685,0.63183324
104691,0.36963368
104696,0.80844865
104699,0.10433614
104712,0.59733492
104714,0.13113056
104717,0.65810449
104718,0.24293467
104740,0.50198496
104741,0.25691659
104743,0.02703035
104744,0.23728240
104747,0.59731440
104767,0.41037925
104772,0.80197573
104776,0.91407733
104779,0.27713550
104814,0.09803761
104815,0.39043731
104830,0.43080332
104831,0.63751628
104833,0.36534575
104839,0.17296349
104840,0.14587159
104860,0.91776515
104861,0.15519629
104866,0.56134916
104870,0.07210488
104877,0.59198014
104878,0.07692623
104879,0.17862602
104880,0.69211042
104899,0.05162951
104906,0.50307233
104907,0.52193716
104913,0.76266631
104916,0.73521537
104921,0.53729368
104930,0.47123601
104931,0.96110091
104936,0.25935291
104937,0.34102356
104942,0.11708708
104943,0.51079675
104969,0.51572069
104972,0.90040828
104988,0.64706667
105013,0.08720495
105015,0.12418576
105019,0.55092683
105027,0.43041351
105030,0.64781552
105035,0.98597704
105041,0.13244361
105051,0.96433224
105056,0.48014526
105067,0.97721654
105071,0.49113179
105072,0.04989075
105074,0.65356011
105091,0.39373019
105101,0.22267472
105103,0.57907533
105134,0.54345886
105139,0.05878974
105142,0.72127448
105146,0.55562508
105163,0.79051732
105168,0.57401803
105172,0.18179580
105176,0.98047865
105195,0.56053876
105196,0.97988367
105197,0.17779510
105203,0.61415837
105223,0.65297539
105227,0.83959254
105228,0.04009930
105230,0.83701774
105231,0.94313880
105239,0.43296780
105242,0.91138968
105244,0.42813619
105245,0.43530667
105248,0.30516090
105249,0.26143533
105266,0.86142199
105271,0.92884913
105276,0.59657581
105282,0.46370136
105292,0.70819528
105297,0.02062924
105332,0.51436661
105333,0.23451268
105343,0.68723777
105344,0.32094827
105345,0.80783316
105357,0.26199440
105359,0.75224398
105366,0.57159710
105367,0.37386006
105370,0.00284152
105377,0.42493563
105390,0.18540669
105399,0.03682693
105403,0.90156232
105404,0.54050450
105414,0.15462183
105417,0.59013366
105425,0.89683329
105452,0.88604167
105454,0.73511279
105456,0.69394664
105470,0.41390807
105471,0.36506878
105483,0.79638501
105493,0.91441585
105508,0.61241447
105514,0.52256291
105515,0.17622560
105528,0.91858068
105529,0.09880697
105531,0.22567012
105532,0.37372670
105558,0.11947724
105574,0.06292379
105578,0.06602177
105584,0.97200538
105595,0.59296493
105617,0.96287558
105618,0.50404686
105621,0.40280869
105625,0.36882328
105629,0.35608260
105630,0.19208477
105634,0.25286460
105635,0.14042448
105641,0.77333484
105647,0.81165947
105648,0.64249151
105655,0.32770842
105657,0.15839172
105672,0.80587384
105678,0.81717325
105682,0.76414349
105691,0.41203082
105692,0.39113486
105706,0.28602936
105712,0.39931065
105720,0.10793677
105734,0.10508499
105735,0.25187981
105736,0.87302914
105737,0.03678077
105738,0.85771878
105740,0.92854139
105744,0.52621483
105747,0.51219187
105749,0.75499318
105754,0.44901162
105758,0.58663562
105760,0.46398859
105767,0.93417827
105784,0.67645641
105791,0.10298206
105802,0.94075377
105807,0.85114328
105809,0.69009981
105816,0.65406276
105817,0.07934204
105824,0.57059180
105832,0.42430988
105856,0.24596083
105865,0.30804345
105899,0.95233015
105906,0.27929485
105916,0.57873681
105923,0.51282788
105937,0.68326785
105965,0.42935691
105966,0.74630448
105968,0.52844086
105973,0.57555676
105976,0.87834802
105978,0.77440169
105979,0.26445637
105991,0.76265605
105998,0.83606372
105999,0.07448478
106000,0.88612373
106001,0.20370731
106010,0.90865074
106011,0.07414626
106013,0.83586882
106015,0.04077634
106026,0.12215463
106032,0.06249295
106035,0.95558200
106040,0.38151267
106041,0.96976909
106044,0.12529364
106053,0.74397587
106054,0.06029769
106065,0.77361181
106081,0.29880082
106083,0.65896618
106087,0.24415539
106090,0.62211873
106101,0.34692203
106102,0.51917257
106109,0.50609850
106116,0.66915257
106150,0.05027543
106155,0.76903665
106166,0.16604947
106176,0.94010238
106189,0.22528031
106199,0.82473867
106205,0.88645200
106206,0.61784106
106211,0.14164521
106214,0.61536370
106216,0.55382990
106217,0.57486946
106225,0.38534924
106249,0.23915965
106256,0.54710052
106258,0.35569279
106261,0.49050604
106262,0.70805166
106264,0.10800858
106271,0.36807443
106276,0.21188310
106277,0.71115989
106286,0.66299765
106293,0.26125581
106295,0.49570694
106296,0.12627843
106297,0.69458265
106298,0.57645949
106311,0.58505586
106314,0.31118246
106320,0.27513515
106334,0.47669850
106346,0.50715509
106347,0.35989865
106349,0.67926715
106354,0.65429870
106360,0.05491214
106373,0.70572305
106377,0.42269934
106386,0.87909687
106387,0.62565781
106391,0.11658443
106401,0.98476657
106411,0.66448509
106413,0.97613943
106426,0.96120349
106427,0.80143204
106428,0.78795277
106434,0.52958977
106438,0.08166552
106440,0.24456572
106441,0.18604269
106452,0.79437440
106453,0.59590903
106454,0.40549634
106457,0.76169178
106484,0.13554158
106488,0.79413847
106491,0.95138640
106514,0.73762605
106527,0.67793359
106528,0.33825385
106529,0.04276643
106534,0.94089226
106550,0.90494753
106577,0.48540258
106585,0.73970846
106590,0.00361089
106607,0.52841008
106610,0.77363233
106611,0.43090590
106612,0.54716207
106624,0.37915329
106631,0.03174913
106647,0.92520747
106660,0.88510304
106674,0.26264067
106687,0.04960865
106712,0.46607101
106713,0.46613256
106717,0.57296144
106720,0.55124996
106721,0.81141327
106724,0.67985187
106735,0.76149688
106739,0.54421797
106740,0.55168593
106754,0.75707046
106760,0.96965625
106761,0.66020742
106784,0.81303407
106787,0.49950248
106797,0.03112338
106798,0.60203318
106802,0.81772206
106803,0.44961686
106804,0.93296780
106805,0.35457977
106810,0.74776115
106812,0.90121354
106813,0.68509381
106817,0.55453771
106822,0.62310352
106823,0.32857011
106827,0.06461639
106841,0.39351477
106851,0.85925751
106852,0.70236862
106853,0.89210939
106854,0.99849204
106861,0.41930388
106873,0.43083409
106877,0.21884841
106878,0.04423335
106881,0.72061795
106900,0.25700891
106906,0.33406338
106907,0.84460880
106914,0.78660895
106916,0.78486505
106924,0.07855729
106931,0.56831448
106936,0.62307787
106937,0.85621083
106938,0.14482525
106939,0.60451566
106943,0.31147995
106944,0.78450602
106967,0.66733687
106980,0.18528359
106986,0.74603777
106987,0.21500159
106990,0.12885324
107013,0.09487295
107023,0.70902619
107033,0.34137234
107037,0.72000246
107048,0.24002134
107071,0.58422494
107081,0.02946155
107113,0.73274314
107130,0.23129161
107131,0.18773530
107145,0.58734343
107156,0.68877650
107219,0.68718648
107222,0.74800734
107223,0.95225834
107232,0.95895695
107245,0.48577701
107246,0.66048439
107247,0.63752654
107256,0.02869218
107259,0.12353949
107260,0.02487613
107279,0.95378681
107280,0.61329668
107281,0.28068484
107285,0.78566519
107329,0.01267913
107337,0.74761753
107349,0.80905389
107350,0.28023348
107351,0.01263810
107359,0.82115856
107391,0.71863812
107394,0.36226829
107395,0.34748623
107406,0.50507268
107416,0.76824677
107417,0.12058513
107418,0.50557533
107419,0.33258107
107444,0.17650257
107445,0.23956998
107446,0.81147482
107460,0.91903204
107470,0.80387350
107475,0.34015162
107520,0.32566704
107526,0.89415590
107527,0.12837110
107530,0.07693649
107532,0.66279249
107534,0.75411097
107535,0.33047813
107554,0.76567709
107556,0.17984674
107559,0.85432332
107561,0.05780495
107564,0.33434548
107566,0.30639188
107571,0.62310352
107590,0.93439882
107602,0.73848774
107625,0.62830442
107626,0.98271493
107635,0.07379235
107636,0.67741042
107645,0.24554025
107652,0.84914293
107655,0.28336223
107668,0.52749710
107670,0.23325093
107677,0.01615666
107680,0.95567432
107683,0.92655130
107684,0.08775889
107691,0.58081922
107692,0.60396172
107703,0.34206990
107709,0.32196383
107710,0.80649959
107721,0.84772730
107725,0.89584338
107727,0.86471487
107739,0.23872880
107740,0.46504519
107741,0.36575608
107747,0.22300299
107765,0.91977576
107768,0.01808520
107775,0.76671830
107782,0.95457670
107790,0.11704605
107801,0.19191038
107807,0.17074772
107811,0.42511002
107817,0.70278408
107826,0.61628181
107838,0.82774432
107839,0.20417919
107843,0.75623442
107847,0.71939723
107849,0.82646205
107850,0.73610783
107867,0.68087769
107871,0.70510756
107908,0.57018147
107913,0.66165383
107927,0.14714360
107931,0.40650165
107955,0.19977842
107962,0.71098551
107977,0.52621483
107978,0.42363284
107993,0.11305561
108010,0.70351754
108016,0.45584358
108018,0.98100182
108027,0.97793461
108045,0.98165834
108069,0.86767949
108082,0.19248484
108089,0.73567699
108092,0.44019983
108106,0.03046685
108112,0.65130330
108120,0.79804684
108122,0.94943734
108135,0.16243345
108170,0.05853328
108171,0.67657438
108177,0.04876748
108180,0.85957552
108183,0.33565853
108184,0.23527179
108185,0.33501226
108192,0.62569884
108195,0.89080147
108196,0.89180678
108218,0.25547018
108219,0.69853205
108243,0.65003129
108249,0.11168101
108251,0.20620006
108274,0.42209411
108280,0.98561801
108289,0.70130177
108292,0.37158274
108295,0.61894382
108327,0.24685330
108332,0.47195921
108346,0.31328539
108349,0.95360217
108353,0.40528092
108362,0.37400367
108363,0.40972272
108377,0.97434424
108378,0.60796241
108381,0.25088477
108383,0.98083768
108390,0.61326590
108407,0.16674702
108408,0.49955377
108411,0.65401147
108412,0.31045413
108419,0.22203871
108436,0.95580768
108437,0.93898423
108438,0.83892576
108441,0.44757547
108448,0.14324549
108449,0.59588338
108466,0.09450879
108467,0.85777520
108473,0.21637619
108474,0.61095781
108476,0.29355888
108479,0.10532606
108486,0.05530195
108493,0.24286286
108501,0.24437081
108506,0.93867649
108510,0.45584358
108511,0.12805310
108514,0.83016526
108517,0.15191367
108519,0.68957664
108522,0.49493758
108548,0.77402214
108554,0.61201440
108555,0.86681780
108559,0.69971174
108562,0.30686376
108571,0.79569771
108572,0.49236277
108579,0.43813793
108583,0.09930962
108584,0.00949909
108592,0.34782475
108602,0.09923782
108609,0.08078332
108613,0.89969533
108616,0.59990973
108618,0.58858468
108620,0.09343168
108643,0.17690264
108649,0.26137891
108654,0.74631474
108655,0.03570879
108656,0.40905594
108667,0.72815773
108668,0.81131069
108682,0.59851461
108690,0.53322631
108691,0.56546270
108692,0.80900260
108695,0.29868798
108699,0.43658894
108710,0.90428075
108718,0.95304822
108739,0.73195326
108740,0.11135275
108741,0.04357683
108742,0.22591631
108763,0.09687843
108767,0.86698194
108769,0.85001487
108779,0.93407056
108788,0.34945580
108801,0.36441226
108802,0.49124463
108810,0.46332181
108811,0.15179057
108813,0.22792692
108814,0.87572192
108825,0.35106634
108826,0.47327226
108830,0.67295836
108834,0.43818922
108852,0.09705795
108887,0.87603992
108901,0.69856283
108908,0.06108757
108910,0.52530185
108920,0.56950956
108922,0.17186586
108929,0.96965625
108930,0.13714186
108937,0.33031400
108938,0.39730004
108943,0.75891181
108948,0.55163464
108953,0.59769396
108956,0.76503595
108965,0.10437717
108985,0.70173261
108986,0.71636080
108987,0.26648749
108990,0.03238513
108991,0.17387647
108993,0.98173015
109000,0.59026702
109001,0.78149011
109012,0.97482638
109014,0.67907225
109015,0.78408543
109021,0.63409005
109037,0.72493666
109042,0.93599910
109044,0.41485182
109046,0.98679770
109064,0.00945806
109084,0.57572089
109086,0.29531816
109092,0.00983761
109093,0.75012053
109100,0.83742806
109101,0.00985813
109110,0.30834094
109114,0.91969882
109126,0.78680385
109152,0.20404070
109162,0.56825293
109167,0.33654073
109168,0.58886165
109169,0.07970108
109179,0.51418196
109184,0.51860324
109191,0.67899018
109192,0.51928028
109193,0.10364884
109196,0.75965040
109206,0.44936040
109210,0.17419447
109244,0.48519229
109249,0.04102254
109273,0.43496815
109276,0.94303622
109281,0.55729717
109287,0.77738683
109297,0.61120400
109298,0.56299560
109306,0.30728435
109309,0.60937805
109321,0.94858591
109328,0.84687587
109336,0.15559636
109342,0.51865966
109346,0.21285763
109347,0.62463199
109348,0.69626499
109362,0.60645446
109363,0.27459147
109367,0.34931219
109370,0.10055087
109393,0.72850651
109405,0.28220305
109413,0.66315152
109414,0.97622150
109421,0.30773571
109427,0.57725962
109428,0.52647128
109429,0.80054984
109437,0.18561698
109443,0.24220633
109461,0.54359222
109468,0.85810859
109469,0.07161249
109471,0.62355488
109479,0.63222305
109484,0.08676385
109501,0.71091370
109505,0.69963994
109535,0.18399105
109539,0.04558744
109544,0.55252711
109545,0.12660669
109551,0.90784034
109553,0.22078721
109555,0.37118267
109561,0.57377184
109580,0.18572469
109583,0.97272345
109593,0.94881159
109604,0.82422576
109620,0.66798314
109635,0.22746530
109637,0.89122206
109638,0.67533826
109642,0.73876471
109649,0.16282839
109652,0.43152139
109656,0.48690541
109663,0.30350933
109696,0.81051055
109700,0.80369911
109709,0.76569248
109735,0.18363202
109740,0.33667409
109741,0.28037709
109749,0.64582543
109764,0.20592308
109771,0.59610394
109772,0.08585087
109773,0.85055343
109798,0.43768657
109802,0.90871229
109804,0.37401906
109813,0.46500415
109818,0.68885857
109848,0.67217874
109850,0.22535724
109851,0.25100274
109855,0.06565247
109871,0.93125981
109877,0.49660967
109883,0.08156294
109886,0.13178708
109905,0.66504929
109936,0.90602464
109950,0.58939507
109958,0.74598648
109959,0.62364720
109969,0.30160130
109971,0.36094499
109984,0.42392007
109985,0.87779408
109988,0.34934296
109992,0.68363715
110005,0.34788630
110009,0.58198865
110011,0.87356770
110014,0.31159279
110026,0.35942677
110042,0.38277443
110058,0.07053538
110069,0.69399793
110080,0.09968918
110087,0.34110563
110091,0.67202487
110094,0.47781664
110098,0.86711529
110105,0.44783193
110117,0.56091831
110136,0.83311962
110138,0.86529959
110149,0.72329534
110164,0.66610589
110202,0.81825549
110212,0.08756399
110226,0.01850579
110236,0.21204723
110249,0.09524738
110257,0.57918817
110258,0.06191849
110277,0.11204005
110282,0.39046808
110284,0.69581363
110286,0.64463547
110289,0.16079727
110304,0.04144312
110319,0.69952710
110324,0.88290266
110326,0.06710914
110335,0.35355908
110337,0.65424741
110338,0.35601592
110343,0.61105013
110345,0.25848610
110347,0.75503421
110355,0.00963245
110359,0.66323359
110360,0.66624437
110364,0.49603521
110371,0.84965584
110372,0.33587395
110376,0.59158007
110379,0.91733943
110380,0.49155237
110393,0.56625258
110401,0.93200353
110406,0.27542238
110411,0.53701671
110416,0.05567125
110420,0.27601736
110443,0.12375491
110465,0.15001590
110468,0.28266467
110469,0.76240473
110471,0.85423099
110487,0.96006483
110491,0.88279495
110504,0.71720197
110547,0.49857924
110550,0.69301314
110559,0.91094858
110578,0.74022137
110582,0.40933291
110590,0.19435184
110598,0.62180072
110601,0.92731040
110602,0.49230122
110604,0.23497430
110625,0.80562765
110626,0.84698871
110636,0.97401085
110637,0.57368977
110638,0.73734908
110646,0.32763661
110648,0.46469641
110652,0.57096109
110681,0.47570346
110682,0.76248166
110687,0.71830986
110691,0.21905358
110694,0.65788907
110695,0.37212642
110696,0.94645220
110708,0.24756111
110710,0.06959162
110717,0.51842885
110730,0.54834689
110740,0.34220326
110742,0.41454920
110747,0.34302391
110761,0.34204938
110766,0.09007724
110769,0.20898003
110774,0.62583220
110803,0.26628233
110805,0.11979525
110809,0.94739596
110827,0.38864212
110832,0.52551727
110839,0.79760574
110859,0.92807977
110861,0.08161423
110863,0.86439687
110865,0.82019429
110881,0.71096499
110889,0.42243263
110891,0.10487983
110894,0.05315799
110895,0.87755814
110907,0.97619072
110914,0.41685217
110933,0.33549439
110934,0.03918632
110937,0.27757660
110953,0.10991660
110954,0.85160490
110958,0.93871752
110970,0.54868028
110974,0.65819681
110977,0.69278746
110989,0.25950166
110993,0.99322446
110994,0.75864510
111018,0.09074403
111019,0.44238483
111030,0.39881826
111032,0.81473693
111041,0.12929434
111045,0.40646061
111048,0.13585959
111052,0.48019655
111070,0.96406553
111084,0.85706226
111091,0.74569412
111104,0.06623719
111108,0.40224449
